57204145354551403904487757788167095764	de	positive	@caschy @MobiTigger @logansclaw @LSAwesome nicht nur eins :D
12211563589314319344033760281835456770	de	neutral	@_ItsMax Gewinnen wird eh Nicholas McDonald aber trotzdem hat die ne burner stimme.
116615745458404849715111000204721382080	de	neutral	#gruene #wahrheit #BTW13 http://t.co/UrC2EaqZxq
40903613284213983438506909149261037378	de	neutral	Sparen Sie jetzt festplatte enclosure, Was f?r ein Gesch?ft! http://t.co/br2H3db819 #fb
209496963105147870939023183596971307390	de	negative	Passend zu allem auch noch Kopfschmerzen. Fuck that shit.
199737936984112554613880350522747878540	de	neutral	''team fab 0/5'' mddrr ma reine
142239713750014478421116942526549141651	de	positive	@richarddeitsch Just be grateful you're not Miley Cyrus
267710574748834821960656522243366479268	de	negative	Diese Forscher sind dümmer als n Zentimeter Feldweg #IndependenceDay
220107875778157787257737568474959074234	de	positive	Weißer Nebel, wunderbar. #instagram http://t.co/yO5pz761Gt
171033498826017036946763272864541749671	de	positive	So verdammt süß :3 http://t.co/mgee1QHnGz
296323668822714261393339235740860909180	de	neutral	Papa hat mir meine Barbieuhr gegeben &amp; 'ne Lego Star Wars Uhr von Darth Vader, wat.
303870881569237331821157130317055457331	de	positive	@momado_50 Richtig, dafür trage ich auch schon Material zusammen :-)
182825338683834879287319432649044187291	de	negative	@Dodolebt unmöglich isser.
270270146525300125956591521508283483522	de	positive	@e7usive wunderschönen zurück, Moi.
138506554780040400756923743956147929848	de	neutral	Spielbericht Bezirksliga: Verdienter Kantersieg gegen Delitzsch bringt Tabellenplatz 2! http://t.co/CjfgLQkSDH
44734403632162151852080445298119808843	de	positive	@Fritztram bei 40 litern wird wohl ne flasche übrigbleiben ;) (in den nächsten 2 wochen)
222956472755440005483700667355234042574	de	neutral	Kleinanzeigen: 4 alte schöne Kacheluntersetzer aus Ceramic, bestimmt mind. 50 Jahre alt i... http://t.co/taYyWmDPRV Kaufen über markt.d
259562655142207233134601959025783662630	de	neutral	22 Philips-TV mit Full-HD: Jena | Dieses kleine Schmuckstueck sucht nach 4 Jahren aeusserst guter Dienste eine... http://t.co/MRzr78Zgxy
298618949628566419668297815986407095969	de	negative	@Zukunftsseele sicherlich nicht!!
277986808002652875457145838358392143985	de	neutral	Urin  der vergessene Superdünger? : http://t.co/PzQaDjMZ8l
282019534266453158025780610477488352712	de	negative	\"Was bedeutet Australien wörtlich übersetzt?\" \"Land des dummen Hipsters?\" #jokogegenklaas
120537085157866290334182976049785413302	de	neutral	Städteboom gefährdet Mensch und #Natur http://t.co/zvPT4SmAUv #CSR #Nachhaltigkeit #Megacity #Politik
183860851334342101050556224962985620550	de	neutral	@GEMAdialog Sie könnten doch Youtube eine schriftliche Genehmigung für das Video zukommen lassen, oder?
214425410656072131625245014926511313469	de	positive	@LadyKumido Dieser Blick 'ne? Ich liebe den. xD http://t.co/Si6uJPypLF
269193128050859106136909514661064028038	de	neutral	Foto: dem0nscanswim: Breaking point @ camden underworld (LAST SHOW) 19/10/13 http://t.co/8gtgxO8Q2b
118057637005498536023971658723527175120	de	neutral	Neue OZ: Kommentar zu Berlin Music Week http://t.co/wV17dXLmop
130777774327613924134947500248389584299	de	negative	NSA-Skandal: US-Firmen drohen Milliardenverluste http://t.co/mOTx7Hcorc #Überwachung
293028340357245358974968914024499809561	de	neutral	@DoctorHonk 200%ig sicher!
126922269933767229130698009688188075265	de	neutral	Warum Verschlüsselung alleine das Handy nicht sicher macht: Eine Verschlüsselung alleine kann keinen ... http://t.co/bQJrIX3q0z @Verivox
161101030265219681957489131126379751019	de	negative	@Whit3sh3ph3rd Uach. Keinen Stern dafür.
139775877604752590725568061607025957074	de	neutral	Angela Merkel hat eine schwarz rot goldenes Kette am Hals.
115514624723800359381567769005980997512	de	neutral	Mangels Daten. http://t.co/gZrZ5wmtIY #Wissenschaft+-
136299473827933346544063254637645231437	de	neutral	@loveyfortune20 Naaaaaa te creo Ich glaube nicht,
187444865388683793682612801130332017551	de	negative	okok... fanfictions schreiben, schön und gut... ABER ER HEIßT BOOBOO NICHT BOBO... sind wir hier bei dj bobo oder was
147665594430921128431054674198486075092	de	positive	\"GRAEGER\" Weinkultur Rheingau Riesling QbA Trocken.Feinrassig,frisch,mit dezentem Duft.
331980640224379206073972068128564789904	de	neutral	@Der_Kalle wollte man aber nicht. setzt mal jemand in die erste Reihe
169130987268364732185480762201220840730	de	positive	@piratenschlumpf Weitermachen, hopp hopp. Steht noch genug aus ;)
48586094512584932024429576593858962264	de	neutral	@HeroReichenbach los grandes
24313597351534871370103189651552809125	de	neutral	Ich habe ein @YouTube-Video von @ungespieltnews positiv bewertet: http://t.co/MTmRXZajnB McDONALDS IST GESUND! LACHFLASH + DUMMES
317460543206483944089364525578158737607	de	neutral	Will mich auf Gold spielen. Aber mein Pc will das nicht.
177454671894743269756907690269834612804	de	positive	@freuerin @michaelhenke sonst schick ich euch eine übers AF ;)
67000682074861122731133247021227242950	de	neutral	#Bundestagswahl 2013: 40,5 Prozent der Wahlberechtigten sind nicht im Bundestag vertreten #btw13 #cdu #spd #linke http://t.co/cyawNe2Jm2
7719113438238307448638557529151488199	de	neutral	Einer der wohl wenigen fundierten Kommentare zum Fall Carlos \"LEIDER\"» http://t.co/LU6jikUxDb via @srfnews
261078069057382491392193695767926891940	de	positive	#25FatosSobreMim (25) acabei isto, happy
332710851875807737343320463538587974448	de	neutral	#Culcay trifft wieder klarer &amp; mehr, #Pitto schlägt wieder mehr ins Leere, aber trifft dennoch mehr als in den ersten Runden #Runde7 #Boxen
221775902600575083817198029596325311641	de	neutral	RATGEBER: DASH Diät statt Crash Diät  Damit senken Sie Ihren Bluthochdruck dauerhaft http://t.co/hr7Mc5abBj
211157583818137498558732023935775876929	de	neutral	Cloud PR Desaster. Googles Unbeschwertheit zerstört Vertrauen. http://t.co/iPUK0yGEtB
200635139755793120864670481838540537363	de	neutral	Ich gehe zum Mittagessen heute Nachmittag! alles die Schuld System
256887250614428741800501550287002148085	de	neutral	Verkaufe Classic Equine Pad, Sporen, Bandagen, Einohr-Kopfstück:  classic equine wool felt pad, neu, lag nur z... http://t.co/PjOatpewxC
231295311614340091765171786856822900491	de	neutral	@toxicreine truth
104228623431883562678815010558776898402	de	neutral	Die wichtigsten Themen aus der Welt des Projektmanagements: http://t.co/042NOCqrU0 #RPLAN #PM #Projektmanagement #Lösung #Whitepaper #Wissen
298210586791908030872646261358522528619	de	negative	Liebe Fr.Will, was laden Sie bloß wieder ein? Wenn's nach Herrn#Hüther ginge, würd's hier noch flächendeckend Sklavenarbeit geben!#AnneWill
108614977678441039564162849220931109245	de	neutral	Große Panne beim #tvduell. Die Telefonnummern können nicht eingeblendet werden. Skandal.
41560114258950220605409492953037715784	de	neutral	Mich dürstet nach Deiner Hitze.
126542340490419822026524588323311797255	de	positive	This is fuckinn awesommeee! Was ein geiler Tag, wünsch ich euch allen auch! :-)
336629128534205861869394455281297657571	de	neutral	@__GorgeousA: Missing my booskie &lt;&lt;&lt;&lt;Sprung Ass
41423305429268228525361850421900144219	de	neutral	Wetter: Häufig sonnig, vereinzelt Schauer http://t.co/pB4dQWUsrl
52781070339933069819807318854086577540	de	negative	iOS 7 war in der Beta cooler. Damals war es noch was besonderes iOS 7 zu haben, aber jetzt? Alles für'n Arsch. :/
138413734614206194848387904106962405227	de	positive	@joergmahnert Hihi mit Heidi übern Laufsteg? Nö:))) danke Dir :)))
274511261770244394084032183260752553343	de	neutral	Indien erreicht 2,1 Gigawatt Photovoltaik-Leistung: In Indien waren Ende August 2013 insgesamt Photovol... http://t.co/yhseqxVw1X #solar
269008455778316960194374575200548734054	de	neutral	Vintage Star Wars 1978 Kenner X-WING CANOPY Die Cast Metal Vehicle Part ORIGINAL: $0.99 (0 Bids) End Date:... http://t.co/1yNE5pFWdF
339608385536244251197602233193922450540	de	positive	@ste_fino @KaWie Na gut, dann komm halt mit :3
194516871266496834416105250273432924995	de	positive	@MamaBald Keine Angst!!! Hör auf dein Gefühl! &lt;3
88447966247564943559563995876996566464	de	negative	Na klar. Verschieben auf Mo weil die Fr nix arbeiten. Pfffff
254658652151028630327999537591113704113	de	positive	Mir fehlen noch 2 % bis zur Genehmigung. Einmal Müll angeln wäre also ne super Sache :D #ACNL
186190560734798440325728570650172887280	de	negative	Dead @livfriedrichs @madschult http://t.co/Ec7vPcRP86
92547200070848743517426628215077062623	de	neutral	confixx Speicherplatz aus dem Programm genommen. Für laufende Verträge ändert sich nichts - http://t.co/o4ikr2rHXs
88919842930563217299807464984907643203	de	neutral	@der_romeo bamba muss ein besseres stellungsspiel annehmen. klarer fehler beim 1-1 wenn zambrano rausrückt
28765021972643173363672029447217968184	de	neutral	Sendung verpasst? Gestern Abend kam \"EXCLUSIV IM ERSTEN: Miete rauf, Mieter raus! Die fiesen Tricks der... http://t.co/DUD0q5uptP
94360424010874097032922893176216781783	de	negative	Oo na kung Bitter :(((
61997851739722326946895260280153601659	de	neutral	Microsoft stellt klar: Xbox One unterstützt AMDs 3D-Schnittstelle Mantle nicht http://t.co/VApmJpY3Ma
37459085304244704503533800975253424567	de	neutral	#jobs Die Redaktion «#Der #Bund» sucht eine/n #Praktikant/-in http://t.co/dZVIR2flZj
242612553803366743664450905030337100847	de	negative	#windows8 sucht hier ~15 Minuten nach Updates, bis dahin hätte ich ihm die URL auch gemütlich abtippen können dem blöden Ding.
204903729101675152160073300281295083226	de	neutral	iPad 4 3 2 Leder Smart Cover Schutz Hülle Etui Schale Tasche 360° drehbar EUR 1,00 (1 Gebot) Angebotsende: Samst http://t.co/ZhkYJxpiAR
221759952317686713503456651590407917846	de	neutral	Babybedarf: \"#8: Playshoes 507136 - Ärmel-Lätzchen lang Arm, Giraffe\" http://t.co/ZHzGwn56N4 #Baby #Süß #Bedarf #Kleink...
215942107450012766746868269740062725231	de	neutral	Dr. Jürgen Groß - NEWS: Nicht jedes Näheverhältnis schließt günstige Zinsb... http://t.co/obsefCrs5x
321657606453588771251078922283853215571	de	negative	Allein die 2 Minuten pralles Leben, sind mehr wert als 20 Jahre Oscar prämierte Hollywood Scheiße http://t.co/SOYrm7YVkx
100346166637325688194683989059688365639	de	positive	Helfer und Altmann verlassen Gelände: \"Wir können wenigstens noch lachen\" - Abendzeitung Mün... http://t.co/nV5NnN3G7p #Muenchen #Munich
207611439128028536123565322118531621399	de	negative	Kein Mann würde auf sowas kommen. Denkt mal drüber nach. #LastTweet
95883679377578251988295827575052403384	de	negative	Rott in Hell Saudi-Bastards!!! Verreckt ihr verdammten Saudis!!! https://t.co/BUejQ7FxR7 #SaudiArabia #SaudiArabien #USA #Katar #Quatar
59287749869306077087166487981287173809	de	neutral	Clogs: Birki SUPER BIRKI AS 68661, Unisex-Erwachsene... http://t.co/BUsYyFB83K #birki #grau #sandalen #super #unisexerwachsene
66454028505738696451697659566656624958	de	negative	Börse Frankfurt: US-Geldpolitik macht dem Dax zu schaffen http://t.co/fXaloTGMDS #Geld #Finanzen
187478449638717520271376861401791091064	de	neutral	Schnell noch was zum kaffettrinken holen (@ Kaufland Ost w/ @sunny_93 @blauauge67) http://t.co/F0UfRbOmDK
90110519541123687127744164121780237711	de	neutral	Besuch bei Max Rengli, dem größten Schweizer Holzbauer - Aushängeschild Schweizer Präzisionsarbeit. http://t.co/ZSrNOS1g52
317718394772821646500795014586886858142	de	neutral	Senden wir #Hitler-Dokus, gibt's Gemecker. Senden wir Dokus #OhneHitler, ist's auch nicht recht. Wie denn nun, liebe Leute?
131333691444603290228420390907042719772	de	negative	@angelocola8 Ciao Angelo, wurde durch Unwettereinflüsse leicht beschädigt, Ersatzziegel haben wir genügend. Muss von mir ersetzt werden.
191639360054315934074900739479320715997	de	positive	@kallelev Heute nicht,habe genug Party zur Zeit,auch so :))
156031683940595621270777731036197130318	de	positive	Aufwiedersehen Thorsten #Frings! War ne tolle Zeit! Bleib #Werder erhalten!
138282436302071184213785466380596481015	de	neutral	Mein Schlusswort unter diese #Stronachiade borge ich mir bei Max Frisch: \"Geld verdirbt den Charakter nicht, sondern legt ihn frei.\"
323261339702444338383578497572252660793	de	positive	@MelanieVanZijl das echt super lief!! Diepe respect!!
139081887285639347864728204915502693773	de	neutral	Happy Halloween jungs, süßes oder saures? @SonnyFreezy92 @mamin2204 @BJOfficial17 @MrFakker2013
18210363441859083414889573967504004581	de	positive	Horst Lichter #Super! @WDR #FernsehKoch #koch #WDR #HorstLichter #WDR1 #Germany#Berlin #Eifel #SwartsWald #respect http://t.co/yfpvkllJUk
18894947547791267900280764801914749781	de	neutral	Scheine scheine kleiner Stern... http://t.co/l7bG58QKxu
319479573508346761250571764983695063972	de	neutral	Fährt heute mit der #bahn nach Mannheim und hofft nicht über #Mainz zu fahren.
213791609936763863904843523356254286229	de	negative	#back #bored #Hashtag #LoL #FickDichMückenstich
100268052957560470660805217286852464466	de	neutral	früher war mehr 20:15 uhr.
172372592099217975749616727151305507387	de	positive	#BobbyHoranFollowSpree @bobbyhoran67 Ich bin ein verrückter mofo und stolz [ german ] ?
101605252304015271607824012252939754623	de	neutral	Hansa Ölbrenner: Münster-Sarmsheim | Hansa Ölbrenner, Bj. 2000, 12-42 KW, lief einwandfrei bis Ausbau vor einem Jahr. http://t.co/jJIwXrUawk
185247040554594830859657107309564884659	de	neutral	@eric_maechler ehrlich, schwere Entscheidung? #goforkupfi @Swisscom_Care
312340898534895965408503560496209591934	de	neutral	Antonio da Silva - Ex-Mainz-Star kämpft um seinen Sohn http://t.co/WuSy2dRMg4
29058007066724414676792858748110450010	de	neutral	Vermisstes Kind in Wmünde: Barshan, 4 Jahre, Junge,dkl.br.Haare,grüne Strickjacke, blau karierte Bluse; beige Stoffhose, lang #hansesail2013
75421686916269259582230490440782940321	de	positive	@SandraCza liebe grüße an jemanden ;D und macht nicht zu dolle ;D
97930293732941261033417647729921681609	de	negative	@TheBenjoo Das ist... ja... Mir fallen keine Worte dazu ein.
134979182067926705243579993619106303669	de	neutral	Prozess in China: Bo nennt wichtigen Zeugen Lügner: Der Prozess gegen Ex-KP-Hoffnungsträge... http://t.co/t6uM2WnIUl #News #EFTN eftn.de
59307076654372570089408569517253879810	de	positive	Alkohol! Jetzt! Mehr Alkohol! Sofort!
168353899228212206455656164142232525568	de	neutral	#Wetter #Hamburg #Deutschland: 5°C ; Leicht bedeckt ; Wind : 12 Km/h ;   http://t.co/isM7KlL3xl
178285349627596872008444593214960361310	de	neutral	\"Meine Damen, meine Herren... bitte beachten Sie: dieser Zug wird in Hamm getrennt. Der vordere Zugteil mit den Wagen 21-27...\" HILFE?
310511908623567449101676024212408928328	de	neutral	Der #fcb war an allen großen tranfers schuld : #götze # thiago #gustavo #mchitaryan # aubameyang #gomez
262682071620280970168849497183729757321	de	neutral	mein tiefstes Mitgefühl für die Angehörigen der drei Bergleute aus #Unterbreizbach
145486281662283856721025159148802891700	de	neutral	Freitag, 25. Oktober 2013, 17 Uhr Frankfurt/Main, Konstablerwache Kundgebung Lernen aus... http://t.co/sbYBunpwrh
219341533380327027709106254795945520733	de	neutral	Echte Liebe? Echte Arschlöcher! \"BVB-Randalierer greifen gezielt Unbeteiligte an\" - SpOn http://t.co/xHKCrvCVoT #BVB
183130587220353062447565090754601121949	de	neutral	Nice dumplings. #lunchtime #inmymouth #dumplings #asian #typical #foodporn @karmenkaufmann http://t.co/t4ZdlMHTXQ
15435150077073127660353785278290142872	de	negative	verdammt, dm limit erreicht
254701119617851402984757390364251667537	de	neutral	Wisst ihr was absolutes Vertrauen ist? Wenn zwei Kannibalen 69 machen.
8242880426772815536318601550213767196	de	neutral	NU ~ Importverbod Samsung na verlies patentzaak Apple http://t.co/731IyZ8xTr
337896551852986525866289382077110840323	de	negative	Meh, trojita immer noch kein Support für mehrere Accounts. Muss mich wohl doch nach nem andern Mailclient umsehen.
61712387263141807286081107045145086124	de	neutral	#3: Kindle Paperwhite [Vorgängermodell], 15 cm (6 Zoll) hochauflösendes Display mit integrierter Beleuchtung, ... http://t.co/hTCS83hxLG
604538266136160835505188250155370395	de	positive	Guten morgen, ich musste heute nicht zur Schule. hihi
139739094528309274772229378470990192354	de	neutral	afd-anhänger brauchen professionelle hilfe.
168716796119567705317241457747174933764	de	neutral	Was bedeutet die Zeugnissprache im Einzelnen?: http://t.co/hGuitYW3GR
92776839873836519505370753346614835083	de	negative	War klar, dass @Beichtvater907 im Junglen besser ist, da kann er wann immer er will hinterhältig von hinten kommen.
332189196461173185568177527801225511114	de	neutral	LIVE #TREND (last 15 min): #MOST WANTED #KEYWORD #Demut insgeheim denkt wahrlich
23423981328559205779666542828659293679	de	neutral	Ok, letzter für heute: Grasgeflüster #Grünenfilme
310195071371253139653524813324207404139	de	neutral	@EnduroDog richtig, andere dafür überhaupt nicht :))
101211653012755131023822158232652981883	de	positive	Chillen mit meinem Schatz
49860241036941990159681870776970687755	de	positive	@bdg291 Ach was, nichts zu Danken! &lt;33
126307761109535731940828728134668332945	de	positive	@mrsminirobot die Fluggesellschaften sehen Rambomesser auch bei Mädchen nicht gerne ;-)
218009368424660423781282038475274587231	de	neutral	Angebot: Slip RO-Sarina - Ein Hingucker aus Spitze. Auch super sexy für die Hochzeitsnacht. Lässt sich super ... http://t.co/nD0uS3PPV4
202645144691397696034348420828024643516	de	neutral	@LBleedForYou gibt schlimmeres
172157618173977877660103972744523545861	de	neutral	Der französische Ex-Außenminister Roland Dumas hat zur \"Intervention\" in Syrien erstaunliche Sätze gesagt. http://t.co/LeiFjtfHlX
320900872096391918566566640167837238133	de	negative	fallin dammit I hate typos
78784986308779653880828298146917062335	de	positive	@69withBieebs MICHELLE! Wir hatten kaum zeit über justin zu reden :o &amp;&amp; außerdem warste en bissl voll hahahaha?? war trtzdm gut, love you:)
162319414809804777608024086220549939373	de	neutral	Mineralwasser erlebnis http://t.co/SV2qgTdgFh #mineraliteit
243777905074735179008272384815087362039	de	positive	@SchelianHP Wir sollten intensiver Flattr nutzen... da kann man dann auch einem Twitter Account was spenden ;-)
4808611065320767887201317957981437593	de	neutral	@ILFN @germanytravelNL @michelleILFN #BelgischeViertel #youthhotspotsgermany
251349180086769552215297526195593156777	de	neutral	DuMont Kunst Reiseführer Jordanien Rezessionen http://t.co/YjOcFeZ5nM
285563082955919204974650024502772235598	de	positive	@miinaaa: Ashley darf dann gerne auf eine aussichtslose Mission gehen... ^^
57375436735155347478492397192056235482	de	positive	Was bietet uns dieser wunderbare Donnerstag sonst noch?
146560390413079835922152805316243403203	de	neutral	Re: Brasilien: Das teuerste Land der Welt! http://t.co/pRy31kqR6E
2266239925938879137454105988237486282	de	positive	@sarahbelenbels ung Header heheh ?
328510759644858209364640135975403783133	de	neutral	@hinkefuss25 korrekt. Aber das Bild, dass von Sölle stammt, geht den Versuch ein, Auferstehung fürs Leben zu übersetzen. Gottes hilft mit.
229531559010000075010884421501831654790	de	neutral	@SeeroiberJenny @thagirion @fhatti @la_lioness @RiloKiley1 @neukoelln44 #ekel #Neukölln #rauschenimwald
171536782475213147134620091512575613106	de	neutral	@machichnicht richtiger Bahnhof?
9634476774978071599896908868429320647	de	negative	Sorge um die Distillery. Grottenschlechte Leipzig-Hymnen. Highfield  Der Film. [Leipzig Update] http://t.co/X6gPfEB788 #Leipzig
79950211737817643474591561006899284328	de	negative	RT @georg_renner: @florianklenk Nur dort zu predigen, wo eh alle zustimmend nicken, hat keinen Sinn. #wieschafeunterdiewölfe\"
25114699416246890593043260131202740800	de	neutral	@RablPeter der bessere #Stronach , zumindest was sein eigenes Programm anlangt. #wahlarena
311146282292481716977042859990203226650	de	neutral	@ebernstein801 solid reference
123639698329077957514873883297842641901	de	neutral	@EddyElfenbein SOLD!!
116249294995015218973801017957897805181	de	negative	@fischimglas läuft und hat so gut wie keine änderung mitsich gebracht. optisch zumindestl.
223139404266908813570491972403332122185	de	neutral	Eindeutig mehrdeutig! http://t.co/bYaOc6j3Ih
202026295432305380454507245994310950316	de	neutral	Nigelnagelneu: Praxisorientierte Seminare bei den MEDIENTAGEN MÜNCHEN 2013! Vom Rat zur Tat: Jetzt anmelden unter http://t.co/6igwD5Lt3Q
227348628529454968476153808675969403761	de	neutral	News aus Bern: Kanzlerkandidat plädiert für neue Verhandlungen mit Bern - handelszeitung http://t.co/7tT7py9ciR
229956514716292635493387682741778296294	de	neutral	Polys dürfen nicht der monobeziehung gleichgestellt werden weil Grundgesetz. https://t.co/kwuAI8xEmv wat.
213891667642903195286543560663346408606	de	neutral	@ucantcme8D du hast in meinem traum mit austin rumgemacht
275350486744810012823892779140569157935	de	neutral	Was kommt wenn ich den Fernseh anmache?? richtig #haltdeinmaul auf Viva! #stricksockenswagger @Y_Titty @Y_TITTY_OG http://t.co/evULxGnfbx
310861035737294995495860079107036641263	de	negative	Mal wieder große Klasse! Wie oft soll ich mich noch enttäuschen lassen? Mir reicht's langsam...
55185915876955968559331618645103433270	de	neutral	Kleiner Einsatz mit großer Wirkung  das ist Auto-Tuning mit Racegittern http://t.co/xHf5F2qUkO
163918079590235931567491414909026502958	de	neutral	Schäubles Steuerpläne: Finanzminister plant Vorstoß gegen kalte Progression: Wolfgang Schäub... http://t.co/3E89KVjEiy #wirtschaft #geld
122758393079725006546125203315737722395	de	positive	@AdoronVan Nope. Muss ich mir wohl noch holen. o.o Und danke fürs kümmern.:3
297103110259149805156193734518250486761	de	neutral	Sie wollen zusätzlich Geld verdienen? http://t.co/5l4kF1AzX9
37985759920030718386155639753454135100	de	negative	4-3?? WAS GEHT LEUTE NICHT WIEDER SO EIN SPIEL BITTEEEE! Deutschland gegen Schweden ist und bleibt ein Spiel der Combacks! #dfb #sweger
117750378732644964164001185991423149026	de	positive	@NessiJungk Woaaaaaaaaaah. *O* Ich bekomm' schon nen Collaps, wenn ich dran denke, dass Hardi mein Bild Kommentiert hat *O* Er muss annehmen
23236709217029766802763074407963949887	de	positive	@ulrikelanger Davon geh' ich aus! :-)) Kommt wohl niemand anderes infrage. @lobbyfA
253415799296251350236335534886427868827	de	neutral	@Data_Xlingen sicher: schnaps, rum, wein, sekt...
324072449876352109168902862225275098021	de	positive	@renztelle DI SIYA TRUE LOVE! AT HINDI SIYA CURIOSITY! POTEK PARANG PINATULAN KO LANG LOLO KOOOO WHAT THE
219293222512119385196150101362210661944	de	positive	Bra dusch helt klart, Lund levererar. ? @ Elite Hotel Ideon http://t.co/w7VKlwRZ7M
49938895415279228787261159470671185528	de	neutral	Ernüchterung.
274161808453172746821454741047519913274	de	neutral	@GeilerKnecht Müdigkeit.
6922183377522319067100820735883779493	de	neutral	VIPgirlsBERLIN.de Amanda Bynes: Große Fortschritte: Schauspielerin Amanda Bynes soll in ihre... http://t.co/GnEfepUtYh VIPgirlsBERLIN.de
74755291332858941390370109464766026531	de	neutral	Neu: Mercedes-Benz bestätigt indirekt C-Klasse Cabriolet http://t.co/xFrQ424peu #mbcar
100493273223094729304102840154474743301	de	neutral	Fehlt: neuer Online-Shop, neue App RT @vfbspox: Neuer Präsident, neuer Trainer, neuer Kapitän. Der Neubeginn? http://t.co/aG0PLo5KAQ #VfB
324068903874831423616935483965000878190	de	positive	@potatz780117 Aber um 24:00 auf'n Rastplatz, Schatz. ;)
88783927116698841596007084013819417726	de	negative	Google Glasses, Okay! Aber eine Uhr zum Telefonieren mit 2 Tagen Akkulaufzeit? Schlechter Witz.
200970626622432222672378230899162844418	de	neutral	*Hier schlechten Chernobyl Witz einfügen*
170158958823195546666553203863238980330	de	neutral	guten morgen aus hannover. mal sehen, was der tag so bringt. start mit #mobilepayments @ Park Inn By http://t.co/hPpJPCWrb9
115814722653644046710789322631052692337	de	neutral	@NannyOgg_HH Gleichberechtigung!
218945295535323133023257265934503911814	de	neutral	tausche großen, gut erzogenen penis gegen kopfschuss
175061323870378069462346746765771829847	de	neutral	Deutschlands größter Händler: Metro kämpft sich in die Gewinnzone zurück: Deutschlands größter Handelskonzern ... http://t.co/EaXKE99A39
229543307328626617533180552808917693734	de	neutral	\"Aus dem Dunkel ans Licht\" - Pläne für #Lobbyregister gescheitert http://t.co/cnw3e5d0mQ via @lobbycontrol
238827333899435195397002663270489523058	de	neutral	Aktien, Euro, Öl: Bernanke sorgt für Katerstimmung bei Dax-Anlegern: Die Unklarheit über den zukünfti... http://t.co/HFfiRzySfv #Aktuell
227537117620482807579045423733295996078	de	negative	Unsicher? Ich? Da Lache ich doch. HA!
218651617048252230834766377075347881940	de	positive	Respekt, #Steinbrueck #bewegungjetzt
14763542249842555647352801569976859946	de	positive	Freie Bahn mit Marzipan! ;) #travel (@ A4) [pic]: http://t.co/GLHiPtWZHy
162153358865206353057113470850011926228	de	neutral	@barfuessler Ach! Natürlich kenn ich die!
282474831913436954380596691131546669858	de	negative	Dem anderen hinterherhecheln statt eigenes zu schaffen. Ohne mich.
262457475631387300037757243120529635127	de	neutral	Deutscher #Wetterdienst warnt Region #Hannover vor starkem #Gewitter mit Sturmböen. Gilt bis 10.30 Uhr.
170589608403390028035389981478761370905	de	neutral	Gefährliche Körperverletzung: Eifersucht: \"Engelchen\" sticht \"Bärchen\" Messer ... - Abendzei... http://t.co/CUAEMr8EIa #Muenchen #Munich
